job_id,title,company,location,job_family,seniority,created,salary_min,salary_max,salary_midpoint,salary_is_predicted,salary_source,salary_band,geo_scope,contract_type,contract_time,created_date
5786752438,Data Analyst,Avara Foods,"Turweston, Brackley",Data Analyst,Unspecified,2026-07-03 12:12:16,43864.47,43864.47,43864.47,1,Adzuna predicted,"£40k–£49,999",Rest of UK,,full_time,2026-07-03
5679132312,Data Analyst,G-Research,"London, UK",Data Analyst,Unspecified,2026-03-26 10:09:27,56635.39,56635.39,56635.39,1,Adzuna predicted,"£50k–£59,999",London,,full_time,2026-03-26
5780350523,Data Analyst,MWH Treatment,"Broadbottom, Hyde",Data Analyst,Unspecified,2026-06-28 16:43:51,50579.12,50579.12,50579.12,1,Adzuna predicted,"£50k–£59,999",Rest of UK,,full_time,2026-06-28
5738736752,Data Analyst,MWH Treatment,"Stepps, North Lanarkshire",Data Analyst,Unspecified,2026-05-23 13:10:53,48532.52,48532.52,48532.52,1,Adzuna predicted,"£40k–£49,999",Rest of UK,,full_time,2026-05-23
5835867417,Data Analyst,No1 Legal and Professional,"Manchester, Greater Manchester",Data Analyst,Unspecified,2026-08-10 19:10:19,48757.8,48757.8,48757.8,1,Adzuna predicted,"£40k–£49,999",Rest of UK,permanent,full_time,2026-08-10
5835868209,Data Analyst,No1 Legal and Professional,"London, UK",Data Analyst,Unspecified,2026-08-10 19:13:29,51568.59,51568.59,51568.59,1,Adzuna predicted,"£50k–£59,999",London,permanent,full_time,2026-08-10
5810959119,Data Analyst,Hays Technology,"Woolston, Warrington",Data Analyst,Unspecified,2026-07-22 16:23:41,91000.0,104000.0,97500.0,0,Advertised / non-predicted,"£80k–£99,999",Rest of UK,contract,full_time,2026-07-22
5835685712,Data Analyst,VIQU IT,"Solihull, West Midlands",Data Analyst,Unspecified,2026-08-10 15:39:18,30000.0,35000.0,32500.0,0,Advertised / non-predicted,"£30k–£39,999",Rest of UK,,full_time,2026-08-10
5810846111,Data Analyst,JIYU People Ltd,"Nether Worton, Chipping Norton",Data Analyst,Unspecified,2026-07-22 12:23:59,40000.0,50000.0,45000.0,0,Advertised / non-predicted,"£40k–£49,999",Rest of UK,,full_time,2026-07-22
5810846267,Data Analyst,Career Concept,"Cliddesden, Basingstoke",Data Analyst,Unspecified,2026-07-22 12:24:15,45000.0,45000.0,45000.0,0,Advertised / non-predicted,"£40k–£49,999",Rest of UK,contract,full_time,2026-07-22
5832278871,Data Analyst,Carbon 60,UK,Data Analyst,Unspecified,2026-08-07 19:28:05,42974.89,42974.89,42974.89,1,Adzuna predicted,"£40k–£49,999",UK-wide / Unspecified,contract,part_time,2026-08-07
5820158303,Data Analyst,Catalyst,"Gateshead, Tyne & Wear",Data Analyst,Unspecified,2026-07-29 20:55:12,50000.0,80000.0,65000.0,0,Advertised / non-predicted,"£60k–£79,999",Rest of UK,permanent,full_time,2026-07-29
5840340878,Data Analyst,TXP Technology x People,"Dunstable, Bedfordshire",Data Analyst,Unspecified,2026-08-13 15:24:18,124280.0,124280.0,124280.0,0,Advertised / non-predicted,£100k+,Rest of UK,contract,,2026-08-13
5840293769,Data Analyst,TXP,"Houghton Regis, Dunstable",Data Analyst,Unspecified,2026-08-13 14:27:55,,124280.0,124280.0,0,Advertised / non-predicted,£100k+,Rest of UK,contract,,2026-08-13
5835685638,Data Analyst,Hypercreate Ltd,"Covent Garden, Central London",Data Analyst,Unspecified,2026-08-10 15:39:06,29000.0,35000.0,32000.0,0,Advertised / non-predicted,"£30k–£39,999",London,,full_time,2026-08-10
5835870267,Data Analyst,Hypercreate Ltd,"Thornton Heath, South East London",Data Analyst,Unspecified,2026-08-10 19:42:56,29000.0,35000.0,32000.0,0,Advertised / non-predicted,"£30k–£39,999",London,,full_time,2026-08-10
5835870270,Data Analyst,Hypercreate Ltd,"Monument, Central London",Data Analyst,Unspecified,2026-08-10 19:42:56,29000.0,35000.0,32000.0,0,Advertised / non-predicted,"£30k–£39,999",London,,full_time,2026-08-10
5835798575,Data Analyst,Hypercreate Ltd,"Tooting, South West London",Data Analyst,Unspecified,2026-08-10 17:41:48,29000.0,35000.0,32000.0,0,Advertised / non-predicted,"£30k–£39,999",London,,full_time,2026-08-10
5835870322,Data Analyst,Hypercreate Ltd,"Forest Hill, South East London",Data Analyst,Unspecified,2026-08-10 19:43:07,29000.0,35000.0,32000.0,0,Advertised / non-predicted,"£30k–£39,999",London,,full_time,2026-08-10
5832205557,Data Analyst,Hypercreate Ltd,"Stratford, East London",Data Analyst,Unspecified,2026-08-07 17:30:54,29000.0,35000.0,32000.0,0,Advertised / non-predicted,"£30k–£39,999",London,,full_time,2026-08-07
5837120909,Data Analyst,HealthTrust Europe,"Balsall Heath, Birmingham",Data Analyst,Unspecified,2026-08-11 19:45:01,39215.82,39215.82,39215.82,1,Adzuna predicted,"£30k–£39,999",Rest of UK,,full_time,2026-08-11
5842061015,Data Analyst,Forward Assist Recruitment,"Marylebone, North West London",Data Analyst,Unspecified,2026-08-14 18:09:48,100000.0,100000.0,100000.0,0,Advertised / non-predicted,£100k+,London,permanent,full_time,2026-08-14
5840635609,Data Analyst,Rise Technical Recruitment,"Pillaton, Saltash",Data Analyst,Unspecified,2026-08-13 19:48:22,36000.0,36000.0,36000.0,0,Advertised / non-predicted,"£30k–£39,999",Rest of UK,contract,full_time,2026-08-13
5840362421,Data Analyst,CPR,"Balsall Heath, Birmingham",Data Analyst,Unspecified,2026-08-13 15:51:07,36857.0,43355.0,40106.0,0,Advertised / non-predicted,"£40k–£49,999",Rest of UK,contract,,2026-08-13
5840362130,Data Analyst,CPR,"Euston, Thetford",Data Analyst,Unspecified,2026-08-13 15:50:12,41400.0,48702.0,45051.0,0,Advertised / non-predicted,"£40k–£49,999",Rest of UK,contract,,2026-08-13
5840524555,Data Analyst,Pertemps Plymouth,"Plymouth, South West England",Data Analyst,Unspecified,2026-08-13 17:56:50,36070.0,36070.0,36070.0,0,Advertised / non-predicted,"£30k–£39,999",Rest of UK,permanent,full_time,2026-08-13
5840293775,Data Analyst,Experis,"Farringdon, Central London",Data Analyst,Unspecified,2026-08-13 14:27:57,45004.92,45004.92,45004.92,1,Adzuna predicted,"£40k–£49,999",London,contract,,2026-08-13
5819756172,Data Analyst,Segula Technologies,"Gaydon, Warwick",Data Analyst,Unspecified,2026-07-29 13:00:11,49803.41,49803.41,49803.41,1,Adzuna predicted,"£40k–£49,999",Rest of UK,,full_time,2026-07-29
5835868165,Data Analyst,Centre People Appointments,"Windsor, Windsor & Maidenhead",Data Analyst,Unspecified,2026-08-10 19:13:15,35271.07,35271.07,35271.07,1,Adzuna predicted,"£30k–£39,999",Rest of UK,permanent,full_time,2026-08-10
5846675680,Data Analyst,WeDoData,"Pillaton, Saltash",Data Analyst,Unspecified,2026-08-18 12:49:06,36070.0,36070.0,36070.0,0,Advertised / non-predicted,"£30k–£39,999",Rest of UK,permanent,full_time,2026-08-18
5822589021,Data Analyst,Harnham - Data & Analytics Recruitment,"London, UK",Data Analyst,Unspecified,2026-07-31 18:37:07,50000.0,54000.0,52000.0,0,Advertised / non-predicted,"£50k–£59,999",London,permanent,full_time,2026-07-31
5811535637,Data Analyst,HAYS,"Warrington, Cheshire",Data Analyst,Unspecified,2026-07-23 00:45:00,91000.0,104000.0,97500.0,0,Advertised / non-predicted,"£80k–£99,999",Rest of UK,contract,full_time,2026-07-23
5836824788,Data Analyst,Proman,"Burnaston, Derby",Data Analyst,Unspecified,2026-08-11 15:50:53,27000.0,30000.0,28500.0,0,Advertised / non-predicted,Under £30k,Rest of UK,contract,full_time,2026-08-11
5835516772,Data Analyst,Workshop Recruitment,"Cosham, Portsmouth",Data Analyst,Unspecified,2026-08-10 11:55:32,32000.0,40000.0,36000.0,0,Advertised / non-predicted,"£30k–£39,999",Rest of UK,permanent,full_time,2026-08-10
5835929587,Data Analyst,The Workshop,"Portsmouth, Hampshire",Data Analyst,Unspecified,2026-08-10 21:20:23,40000.0,40000.0,40000.0,0,Advertised / non-predicted,"£40k–£49,999",Rest of UK,permanent,full_time,2026-08-10
5840374941,Data Analyst,Mars Recruitment,"Buckinghamshire, South East England",Data Analyst,Unspecified,2026-08-13 16:14:05,40549.94,40549.94,40549.94,1,Adzuna predicted,"£40k–£49,999",Rest of UK,contract,full_time,2026-08-13
5820418826,Data Analyst,Catalyst,"Gateshead, Tyne & Wear",Data Analyst,Unspecified,2026-07-30 00:47:39,80000.0,80000.0,80000.0,0,Advertised / non-predicted,"£80k–£99,999",Rest of UK,permanent,full_time,2026-07-30
5837138213,Data Analyst,Anson Mccade,UK,Data Analyst,Unspecified,2026-08-11 21:21:32,60140.02,60140.02,60140.02,1,Adzuna predicted,"£60k–£79,999",UK-wide / Unspecified,contract,,2026-08-11
5827663653,Data Analyst,Bibby Financial Services,"Kings Sutton, Banbury",Data Analyst,Unspecified,2026-08-04 11:34:02,50000.0,60000.0,55000.0,0,Advertised / non-predicted,"£50k–£59,999",Rest of UK,permanent,full_time,2026-08-04
5845203266,Data Analyst,Proactive Appointments,"London, UK",Data Analyst,Unspecified,2026-08-17 14:47:08,104000.0,123500.0,113750.0,0,Advertised / non-predicted,£100k+,London,contract,,2026-08-17
5820422952,Data Analyst,Euro Car Parks,"Central London, London",Data Analyst,Unspecified,2026-07-30 00:51:19,100000.0,100000.0,100000.0,0,Advertised / non-predicted,£100k+,London,permanent,full_time,2026-07-30
5847339346,Data Analyst,Harnham - Data & Analytics Recruitment,"London, UK",Data Analyst,Unspecified,2026-08-18 22:57:53,91000.0,104000.0,97500.0,0,Advertised / non-predicted,"£80k–£99,999",London,contract,,2026-08-18
5822581090,Data Analyst,Global Media Group,"Holborn, Central London",Data Analyst,Unspecified,2026-07-31 17:55:50,50650.8,50650.8,50650.8,1,Adzuna predicted,"£50k–£59,999",London,,full_time,2026-07-31
5832268378,Data Analyst,Trace,"London, UK",Data Analyst,Unspecified,2026-08-07 18:48:26,68126.71,68126.71,68126.71,1,Adzuna predicted,"£60k–£79,999",London,,,2026-08-07
5837115210,Data Analyst,Healthtrust Europe,"Birmingham, West Midlands",Data Analyst,Unspecified,2026-08-11 19:19:01,38559.45,38559.45,38559.45,1,Adzuna predicted,"£30k–£39,999",Rest of UK,permanent,full_time,2026-08-11
5800473760,Data Analyst,Stott & May Professional Search Limited,"Manchester, Greater Manchester",Data Analyst,Unspecified,2026-07-15 00:41:09,104000.0,110500.0,107250.0,0,Advertised / non-predicted,£100k+,Rest of UK,contract,,2026-07-15
5837031375,Data Analyst,4Recruitment Services,"Harlow, Essex",Data Analyst,Unspecified,2026-08-11 17:47:39,91000.0,91000.0,91000.0,0,Advertised / non-predicted,"£80k–£99,999",Rest of UK,contract,,2026-08-11
5822594087,Data Analyst,Harnham - Data & Analytics Recruitment,"Oxfordshire, South East England",Data Analyst,Unspecified,2026-07-31 19:05:55,50000.0,55000.0,52500.0,0,Advertised / non-predicted,"£50k–£59,999",Rest of UK,permanent,full_time,2026-07-31
5819014767,Data Analyst,Department for Work and Pensions,"Manchester, Greater Manchester",Data Analyst,Unspecified,2026-07-29 00:34:52,39324.17,39324.17,39324.17,1,Adzuna predicted,"£30k–£39,999",Rest of UK,,part_time,2026-07-29
5818783088,Data Analyst,Sphere Digital Recruitment,"London, UK",Data Analyst,Unspecified,2026-07-28 22:24:11,50000.0,50000.0,50000.0,0,Advertised / non-predicted,"£50k–£59,999",London,permanent,full_time,2026-07-28
5841742006,Data Analyst,Cats Protection,"Chelwood Gate, Haywards Heath",Data Analyst,Unspecified,2026-08-14 11:44:53,35900.84,35900.84,35900.84,1,Adzuna predicted,"£30k–£39,999",Rest of UK,permanent,full_time,2026-08-14
5822628736,Data Analyst,HAYS Specialist Recruitment,"Belfast, Northern Ireland",Data Analyst,Unspecified,2026-07-31 20:30:56,40000.0,40000.0,40000.0,0,Advertised / non-predicted,"£40k–£49,999",Rest of UK,permanent,,2026-07-31
5803783833,Data Analyst,Nomia,"Waterloo, South East London",Data Analyst,Unspecified,2026-07-16 22:46:08,34741.57,34741.57,34741.57,1,Adzuna predicted,"£30k–£39,999",London,,,2026-07-16
5826723271,Data Analyst,Alois Technologies Limited,"Chalvey, Slough",Data Analyst,Unspecified,2026-08-03 17:31:31,117000.0,130000.0,123500.0,0,Advertised / non-predicted,£100k+,Rest of UK,contract,,2026-08-03
5791368737,Data Analyst,All Response Media,"Holbeck, Leeds",Data Analyst,Unspecified,2026-07-07 22:32:44,31899.24,31899.24,31899.24,1,Adzuna predicted,"£30k–£39,999",Rest of UK,,,2026-07-07
5814132404,Data Analyst,AWD online,"West Bromwich, West Midlands",Data Analyst,Unspecified,2026-07-24 18:04:15,28505.0,34613.0,31559.0,0,Advertised / non-predicted,"£30k–£39,999",Rest of UK,permanent,full_time,2026-07-24
5814622826,Data Analyst,AWD Online,"West Bromwich, West Midlands",Data Analyst,Unspecified,2026-07-25 00:43:00,30000.0,30000.0,30000.0,0,Advertised / non-predicted,"£30k–£39,999",Rest of UK,permanent,full_time,2026-07-25
5804909149,Data Analyst,Lumen Partners,"Shotover Hill, Headington",Data Analyst,Unspecified,2026-07-17 14:28:13,32000.0,33994.0,32997.0,0,Advertised / non-predicted,"£30k–£39,999",Rest of UK,permanent,full_time,2026-07-17
5732351949,Data Analyst,Ceox,"Guildford, Surrey",Data Analyst,Unspecified,2026-05-17 12:47:43,44552.86,44552.86,44552.86,1,Adzuna predicted,"£40k–£49,999",Rest of UK,contract,,2026-05-17
5795616991,Data Analyst,Autotrader,"Manchester, Greater Manchester",Data Analyst,Unspecified,2026-07-10 13:36:45,35000.0,60000.0,47500.0,0,Advertised / non-predicted,"£40k–£49,999",Rest of UK,,,2026-07-10
5831200000,Data Analyst,UK Research and Innovation,"Swindon, Wiltshire",Data Analyst,Unspecified,2026-08-07 00:10:33,37634.81,37634.81,37634.81,1,Adzuna predicted,"£30k–£39,999",Rest of UK,contract,full_time,2026-08-07
5840391076,Data Analyst,WidePoint Corporation,UK,Data Analyst,Unspecified,2026-08-13 16:26:16,59262.82,59262.82,59262.82,1,Adzuna predicted,"£50k–£59,999",UK-wide / Unspecified,,,2026-08-13
5846680046,Data Analyst,Pod Talent Ltd,"Farringdon, Central London",Data Analyst,Unspecified,2026-08-18 12:53:04,45000.0,60000.0,52500.0,0,Advertised / non-predicted,"£50k–£59,999",London,,full_time,2026-08-18
5838679575,Data Analyst,Kingdom People,"Fareham Common, Fareham",Data Analyst,Unspecified,2026-08-12 19:57:51,43000.0,44000.0,43500.0,0,Advertised / non-predicted,"£40k–£49,999",Rest of UK,,full_time,2026-08-12
5773388931,Data Analyst,GlobalData PLC,"Hull, East Riding Of Yorkshire",Data Analyst,Unspecified,2026-06-23 10:48:35,45909.02,45909.02,45909.02,1,Adzuna predicted,"£40k–£49,999",Rest of UK,permanent,full_time,2026-06-23
5840201257,Data Analyst,Catalyst,"Sydenham, Belfast",Data Analyst,Unspecified,2026-08-13 11:37:22,50000.0,80000.0,65000.0,0,Advertised / non-predicted,"£60k–£79,999",Rest of UK,permanent,full_time,2026-08-13
5817732432,Data Analyst,Baker Harding Limited,"Leeds, West Yorkshire",Data Analyst,Unspecified,2026-07-28 00:49:32,43284.36,43284.36,43284.36,1,Adzuna predicted,"£40k–£49,999",Rest of UK,,,2026-07-28
5802434283,Data Analyst,Baker Harding Limited,"Leeds, West Yorkshire",Data Analyst,Unspecified,2026-07-16 08:42:00,42106.07,42106.07,42106.07,1,Adzuna predicted,"£40k–£49,999",Rest of UK,,,2026-07-16
5808583587,Data Analyst,EXPRESS SOLICITORS,"Manchester, Greater Manchester",Data Analyst,Unspecified,2026-07-21 01:05:46,45000.0,45000.0,45000.0,0,Advertised / non-predicted,"£40k–£49,999",Rest of UK,permanent,full_time,2026-07-21
5840200692,Data Analyst,JIYU People Ltd,"Westmead, Swindon",Data Analyst,Unspecified,2026-08-13 11:37:18,40000.0,50000.0,45000.0,0,Advertised / non-predicted,"£40k–£49,999",Rest of UK,,full_time,2026-08-13
5817554133,Data Analyst,OnetoOne Personnel,"Southend-On-Sea, Essex",Data Analyst,Unspecified,2026-07-27 18:44:43,33365.0,37035.0,35200.0,0,Advertised / non-predicted,"£30k–£39,999",Rest of UK,permanent,part_time,2026-07-27
5845483910,Data Analyst,Proactive Appointments,"London, UK",Data Analyst,Unspecified,2026-08-17 22:58:19,40000.0,60000.0,50000.0,0,Advertised / non-predicted,"£50k–£59,999",London,permanent,full_time,2026-08-17
5210489672,Data Analyst,idfc first bank,UK,Data Analyst,Unspecified,2025-05-22 08:55:30,37006.62,37006.62,37006.62,1,Adzuna predicted,"£30k–£39,999",UK-wide / Unspecified,,full_time,2025-05-22
5210480071,Data Analyst,wipro,UK,Data Analyst,Unspecified,2025-05-22 08:54:18,35895.91,35895.91,35895.91,1,Adzuna predicted,"£30k–£39,999",UK-wide / Unspecified,,full_time,2025-05-22
5822552201,Data Analyst,Hays Technology,"Crownhill, Milton Keynes",Data Analyst,Unspecified,2026-07-31 17:13:32,9100.0,130000.0,69550.0,0,Advertised / non-predicted,"£60k–£79,999",Rest of UK,contract,,2026-07-31
4094618894,Data Analyst,Brakes Group,UK,Data Analyst,Unspecified,2023-05-11 21:03:34,43417.32,43417.32,43417.32,1,Adzuna predicted,"£40k–£49,999",UK-wide / Unspecified,,,2023-05-11
5843030152,Data Analyst,Robert Half,"Bentley Heath, Solihull",Data Analyst,Unspecified,2026-08-15 11:40:53,61000.0,101000.0,81000.0,0,Advertised / non-predicted,"£80k–£99,999",Rest of UK,contract,full_time,2026-08-15
5839363351,Data Analyst,McCabe & Barton,"London, UK",Data Analyst,Unspecified,2026-08-13 05:20:07,85000.0,85000.0,85000.0,0,Advertised / non-predicted,"£80k–£99,999",London,,,2026-08-13
5827393142,Data Analyst,,UK,Data Analyst,Unspecified,2026-08-04 06:16:30,40763.0,40763.0,40763.0,1,Adzuna predicted,"£40k–£49,999",UK-wide / Unspecified,,,2026-08-04
5847331161,Data Analyst,Harnham - Data & Analytics Recruitment,"London, UK",Data Analyst,Unspecified,2026-08-18 22:57:05,91000.0,104000.0,97500.0,0,Advertised / non-predicted,"£80k–£99,999",London,contract,,2026-08-18
5840389923,Data Analyst,Joynes & Hunt,"Banbridge, County Down",Data Analyst,Unspecified,2026-08-13 16:25:41,37588.11,37588.11,37588.11,1,Adzuna predicted,"£30k–£39,999",Rest of UK,,full_time,2026-08-13
5821386591,Data Analyst,OLIVER Agency,"London, UK",Data Analyst,Unspecified,2026-07-30 18:18:49,45333.68,45333.68,45333.68,1,Adzuna predicted,"£40k–£49,999",London,,,2026-07-30
5841744754,Data Analyst,Rise Technical Recruitment,"St. Augustines, Bristol",Data Analyst,Unspecified,2026-08-14 11:46:09,36000.0,36000.0,36000.0,0,Advertised / non-predicted,"£30k–£39,999",Rest of UK,permanent,full_time,2026-08-14
5840202137,Data Analyst,Red Recruitment,"Totterdown, Bristol",Data Analyst,Unspecified,2026-08-13 11:37:27,42409.54,42409.54,42409.54,1,Adzuna predicted,"£40k–£49,999",Rest of UK,contract,,2026-08-13
5779215744,Data Analyst,Brookhouse Aerospace,UK,Data Analyst,Unspecified,2026-06-27 16:44:33,40690.64,40690.64,40690.64,1,Adzuna predicted,"£40k–£49,999",UK-wide / Unspecified,contract,,2026-06-27
5817419816,Data Analyst,G-Research,"London, UK",Data Analyst,Unspecified,2026-07-27 14:39:20,51993.86,51993.86,51993.86,1,Adzuna predicted,"£50k–£59,999",London,,full_time,2026-07-27
5788129967,Data Analyst,Billing Finance,"Northampton, Northamptonshire",Data Analyst,Unspecified,2026-07-04 15:35:01,35000.0,45000.0,40000.0,0,Advertised / non-predicted,"£40k–£49,999",Rest of UK,,full_time,2026-07-04
5840912117,Data Analyst,Agility,"Stratford-Upon-Avon, Warwickshire",Data Analyst,Unspecified,2026-08-13 23:28:16,29000.0,35000.0,32000.0,0,Advertised / non-predicted,"£30k–£39,999",Rest of UK,permanent,full_time,2026-08-13
